Eljárás EKR azonosító,Ajánlatkérő szervezet neve,Ajánlatkérő nemzeti azonosítószáma,Ajánlatkérő szervezet típusa,Ajánlatkérő szervezet főtevékenysége,Eljárásrend,Eljárás fajtája,Eljárás tárgya,Szerződés típusa,A beszerzés végleges összértéke,A beszerzés végleges összértéke pénznem,Teljesítés helye NUTS-kód(ok),Szerződés megkötésének dátuma,Beérkezett ajánlatok száma,Nyertes ajánlattevő adószáma (adóazonosító jele),Nyertes ajánlattevő neve,Fő CPV-kód(ok),A beszerzés európai uniós alapokból finanszírozott projekttel és/vagy programmal kapcsolatos,Szerződés/rész odaítélésre került,Nyertes ajánlattevő kkv,Hirdetmény közzétételének dátuma,Minőségi kritérium alkalmazásra került,Költség kritérium alkalmazásra került,Ár kritérium alkalmazásra került,Ajánlatkérő szervezet neve - tisztított,Ajánlatkérő Cégtípus,Nyertes ajánlattevő neve - tisztított,Nyertes Cégtípus,Hirdetmény és szerződés megkötés között eltelt idő
EKR000461362022,Székesfehérvár Megyei Jogú Város Önkormányzata,15726999207,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Intézményfelújítás 2022,Építési beruházás,162083148.0,HUF,HU211,2022-07-13,4.0,26552349243,Clear Body Kft,45000000-7,Nem,Igen,Igen,2022-07-21,Igen,Nem,Igen,Székesfehérvár Megyei Jogú Város Önkormányzata,,Clear Body Kft.,Kft.,-8 days
EKR000430092022,Bdk Budapesti Dísz És Közvilágítási Korlátolt Felelősségű Társaság,12705616243,N - Közszolgáltató,KO - Villamos energia,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Közvilágítási kábelhálózat fejlesztése 2022,Építési beruházás,94390928.0,HUF,HU110,2022-06-22,4.0,"13625146241,HU13625146",Viron Szolgáltató És Kereskedelmi Korlátolt Felelősségű Társaság,45231400-9,Nem,Igen,Igen,2022-07-05,Igen,Nem,Igen,Bdk Budapesti Dísz És Közvilágítási Kft.,Kft.,Viron Kft.,Kft.,-13 days
EKR000448662022,Budapest Főváros Vagyonkezelő Központ Zrt.,12006003241,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 115. § Hirdetmény nélküli tárgyalásos eljárás,Gvadányi szekcionált garázskapu motor cseréje,Építési beruházás,474328.0,HUF,HU110,2022-08-29,2.0,"10495885241,HU10495885",KaPu Ipari Kapugyártó És Szerelő Kft.,45000000-7,Nem,Igen,Igen,2022-09-14,Igen,Nem,Igen,Budapest Főváros Vagyonkezelő Központ Zrt.,Zrt.,Kapu Ipari Kapugyártó És Szerelő Kft.,Kft.,-16 days
EKR000477422022,Fővárosi Vízművek Zártkörűen Működő Részvénytársaság,10898824244,N - Közszolgáltató,KO - Víz,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Pesti rakparton burkolathelyreállítási munkák II.,Építési beruházás,89929900.0,HUF,HU120,2022-05-05,2.0,"12049679213,HU12049679.","Bola 95 Építőipari, Szolgáltató És Kereskedelmi Korlátolt Felelősségű Társaság",45233223-8,Nem,Igen,Igen,2022-05-10,Igen,Nem,Igen,Fővárosi Vízművek Zrt.,Zrt.,Bola 95 Építőipari Kft.,Kft.,-5 days
EKR000848002018,Nif Nemzeti Infrastruktúra Fejlesztő Zártkörűen Működő Részvénytársaság,11906522241,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Fürjesi út kivitelezése (PST: K044.09.73),Építési beruházás,5042138238.0,HUF,HU332,2019-08-05,4.0,11426628403,Duna Aszfalt Út És Mélyépítő Korlátolt Felelősségű Társaság,45233120-6,Nem,Igen,Nem,2019-08-22,Igen,Nem,Igen,Nif Nemzeti Infrastruktúra Fejlesztő Zrt.,Zrt.,Duna Aszfalt Út És Mélyépítő Kft.,Kft.,-17 days
EKR000523752022,Bdk Budapesti Dísz És Közvilágítási Korlátolt Felelősségű Társaság,12705616243,N - Közszolgáltató,KO - Villamos energia,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Különböző méretű közvil. oszlopok cseréje 2022,Építési beruházás,335246715.0,HUF,HU110,2022-07-08,1.0,"13625146241,HU13625146",Viron Szolgáltató És Kereskedelmi Korlátolt Felelősségű Társaság,45315300-1,Nem,Igen,Igen,2022-07-20,Igen,Nem,Igen,Bdk Budapesti Dísz És Közvilágítási Kft.,Kft.,Viron Kft.,Kft.,-12 days
EKR000523752022,Bdk Budapesti Dísz És Közvilágítási Korlátolt Felelősségű Társaság,12705616243,N - Közszolgáltató,KO - Villamos energia,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Különböző méretű közvil. oszlopok cseréje 2022,Építési beruházás,335246715.0,HUF,HU110,2022-07-14,6.0,"10660935219,HU10660935",ControlsoftAutomatika Szolgáltató Korlátolt Felelősségű Társaság,45315300-1,Nem,Igen,Igen,2022-07-20,Igen,Nem,Igen,Bdk Budapesti Dísz És Közvilágítási Kft.,Kft.,Controlsoftautomatika Kft.,Kft.,-6 days
EKR000523752022,Bdk Budapesti Dísz És Közvilágítási Korlátolt Felelősségű Társaság,12705616243,N - Közszolgáltató,KO - Villamos energia,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Különböző méretű közvil. oszlopok cseréje 2022,Építési beruházás,335246715.0,HUF,HU110,2022-07-11,2.0,"10797675243,HU10797675",Fabricom ElectricalPvv Villanyszerelő Ipari Korlátolt Felelősségű Társaság,45315300-1,Nem,Igen,Igen,2022-07-20,Igen,Nem,Igen,Bdk Budapesti Dísz És Közvilágítási Kft.,Kft.,Fabricom Electricalpvv Villanyszerelő Ipari Kft.,Kft.,-9 days
EKR000555982022,Budapest Főváros Xvi. Kerületi Önkormányzat,15735791242,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Budapest XVI. kerületi útépítések LXX.,Építési beruházás,103883008.0,HUF,HU110,2022-07-29,4.0,11185417211,Hornyák Útépítő És Szolgáltató Kft,45233120-6,Nem,Igen,Igen,2022-08-03,Igen,Nem,Igen,Budapest Főváros Xvi. Kerületi Önkormányzat,,Hornyák Útépítő És Kft.,Kft.,-5 days
EKR000555982022,Budapest Főváros Xvi. Kerületi Önkormányzat,15735791242,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Budapest XVI. kerületi útépítések LXX.,Építési beruházás,103883008.0,HUF,HU110,2022-06-09,4.0,11185417211,Hornyák Útépítő És Szolgáltató Kft,45233120-6,Nem,Igen,Igen,2022-08-03,Igen,Nem,Igen,Budapest Főváros Xvi. Kerületi Önkormányzat,,Hornyák Útépítő És Kft.,Kft.,-55 days
EKR000576172022,Nyíregyháza Megyei Jogú Város Önkormányzata,15731766215,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Keretmegállapodás alapján verseny újranyitás,"""Lakóutcák kivitelezése III. ütem""",Építési beruházás,1904589551.0,HUF,HU323,2022-06-22,3.0,"11876566215,HU11876566",KeVíz 21 Építőipari Zártkörűen Működő Részvénytársaság,45000000-7,Nem,Igen,Igen,2022-07-06,Igen,Nem,Igen,Nyíregyháza Megyei Jogú Város Önkormányzata,,Kevíz 21 Építőipari Zrt.,Zrt.,-14 days
EKR000576172022,Nyíregyháza Megyei Jogú Város Önkormányzata,15731766215,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Keretmegállapodás alapján verseny újranyitás,"""Lakóutcák kivitelezése III. ütem""",Építési beruházás,1904589551.0,HUF,HU323,2022-06-23,3.0,"10776456443,01-10-041955",Strabag Építőipari Zártkörűen Működő Részvénytársaság,45000000-7,Nem,Igen,Nem,2022-07-06,Igen,Nem,Igen,Nyíregyháza Megyei Jogú Város Önkormányzata,,Strabag Építőipari Zrt.,Zrt.,-13 days
EKR000576172022,Nyíregyháza Megyei Jogú Város Önkormányzata,15731766215,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Keretmegállapodás alapján verseny újranyitás,"""Lakóutcák kivitelezése III. ütem""",Építési beruházás,1904589551.0,HUF,HU323,2022-06-23,3.0,"12523326215,HU12523326",Zemplénkő KeletMagyarországi Építőipari Fővállalkozó És Bányászati Korlátolt Felelősségű Társaság,45000000-7,Nem,Igen,Igen,2022-07-06,Igen,Nem,Igen,Nyíregyháza Megyei Jogú Város Önkormányzata,,Zemplénkő Keletmagyarországi Építőipari Fővállalkozó És Bányászati Kft.,Kft.,-13 days
EKR000168612018,Székesfehérvár Megyei Jogú Város Önkormányzata,15726999207,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Hirdetmény nélküli tárgyalásos eljárás,"""Intézményfelújítások 2018""",Építési beruházás,201947354.0,HUF,HU,2018-07-30,3.0,"23735930213,HU23735930",DoniTeam Kft,45000000-7,Nem,Igen,Igen,2018-08-22,Igen,Nem,Igen,Székesfehérvár Megyei Jogú Város Önkormányzata,,Doniteam Kft.,Kft.,-23 days
EKR000168612018,Székesfehérvár Megyei Jogú Város Önkormányzata,15726999207,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Hirdetmény nélküli tárgyalásos eljárás,"""Intézményfelújítások 2018""",Építési beruházás,201947354.0,HUF,HU,2018-07-31,3.0,25287189207,Isoconstruct Korlátolt Felelősségű Társaság,45000000-7,Nem,Igen,Igen,2018-08-22,Igen,Nem,Igen,Székesfehérvár Megyei Jogú Város Önkormányzata,,Isoconstruct Kft.,Kft.,-22 days
EKR000644792022,Fővárosi Vízművek Zártkörűen Működő Részvénytársaság,10898824244,N - Közszolgáltató,KO - Víz,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Elektromos felújítási munkák 2 részben,Építési beruházás,44833094.0,HUF,HU110,2022-08-02,3.0,"23538324206,HU23538324",Turbo Tech Hungary Korlátolt Felelősségű Társaság,45317300-5,Nem,Igen,Igen,2022-08-08,Igen,Nem,Igen,Fővárosi Vízművek Zrt.,Zrt.,Turbo Tech Hungary Kft.,Kft.,-6 days
EKR000670012022,Fővárosi Vízművek Zártkörűen Működő Részvénytársaság,10898824244,N - Közszolgáltató,KO - Víz,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Horány II. – Horány III. 10 kV-os földkábel csere,Építési beruházás,291955938.0,HUF,HU120,2022-06-27,4.0,26515528213,"FölD Pörgető Beruházó, Fővállalkozó És Kivitelező Korlátolt Felelősségű Társaság",45231400-9,Nem,Igen,Igen,2022-06-30,Igen,Nem,Igen,Fővárosi Vízművek Zrt.,Zrt.,"Föld Pörgető Beruházó, Fővállalkozó És Kivitelező Kft.",Kft.,-3 days
EKR000674582022,Fővárosi Vízművek Zártkörűen Működő Részvénytársaság,10898824244,N - Közjogi szervezet,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Észak-Budai HÜK Felújítási munkák,Építési beruházás,102677198.0,HUF,HU110,2022-06-30,4.0,12932401243,EuSport Sporteszközgyártó Kft.,45000000-7,Nem,Igen,Igen,2022-07-05,Igen,Nem,Igen,Fővárosi Vízművek Zrt.,Zrt.,Eusport Sporteszközgyártó Kft.,Kft.,-5 days
EKR000681742022,Debrecen Megyei Jogú Város Önkormányzata,15735588209,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 117. § Saját beszerzési szabályok alkalmazása részvételi szakasz nélkül,Nagyerdei Ködszínház szökőkút vízképek fejlesztése,Építési beruházás,248900000.0,HUF,HU321,2022-08-11,2.0,"10838686242,HU10838686",Ganz Hydro Kereskedelmi És Vállalkozási Kft.,45350000-5,Nem,Igen,Igen,2022-08-17,Igen,Nem,Igen,Debrecen Megyei Jogú Város Önkormányzata,,Ganz Hydro És Vállalkozási Kft.,Kft.,-6 days
EKR000170062018,Miskolc Megyei Jogú Város Önkormányzata,15735605205,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Miskolci Csodamalom Bábszínház felújítása,Építési beruházás,127950000.0,HUF,HU311,2018-06-22,5.0,"11062206205,HU11062206",OrszakBorsod Szakipari És Építőipari Kivitelező Kft,45000000-7,Igen,Igen,Igen,2018-08-08,Igen,Nem,Igen,Miskolc Megyei Jogú Város Önkormányzata,,Orszakborsod Szakipari És Építőipari Kivitelező Kft.,Kft.,-47 days
EKR000741932022,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,12154481444,N - Közszolgáltató,"KO - Városi vasúti, villamos, trolibusz vagy autóbusz szolgáltatások",Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Villamos áramátalakítók áramellátási korszerűsítés,Építési beruházás,1410912514.0,HUF,HU11,2022-09-27,3.0,"26209618244,HU26209618.",Siemens Mobility Korlátolt Felelősségű Társaság,45317300-5,Nem,Igen,Nem,2022-10-03,Igen,Nem,Igen,Budapesti Közlekedési Zrt.,Zrt.,Siemens Mobility Kft.,Kft.,-6 days
EKR000743442022,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,12154481444,,"KO - Városi vasúti, villamos, trolibusz vagy autóbusz szolgáltatások",Uniós eljárásrend,Nyílt eljárás,Széll K. tér-Hűvösvölgy áramellátási korszerűsítés,Építési beruházás,1739992250.0,HUF,HU11,2022-09-27,2.0,"11969017213,HU11969017",Dunagép Szolgáltató Zártkörűen Működő Részvénytársaság,45317300-5,Nem,Igen,Igen,2022-10-09,Igen,Nem,Igen,Budapesti Közlekedési Zrt.,Zrt.,Dunagép Zrt.,Zrt.,-12 days
EKR000767312022,Nyíregyháza Megyei Jogú Város Önkormányzata,15731766215,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Hősök tere 3.homlokzati nyílászárók cseréje I.ütem,Építési beruházás,21292532.0,HUF,HU323,2022-06-30,2.0,23403947215,Capricolors Építőipari És Szolgáltató Korlátolt Felelősségű Társaság,45262690-4,Nem,Igen,Igen,2022-07-04,Igen,Nem,Igen,Nyíregyháza Megyei Jogú Város Önkormányzata,,Capricolors Építőipari És Kft.,Kft.,-4 days
EKR000780492022,"Bmsk Beruházási, Műszaki Fejlesztési, Sportüzemeltetési És Közbeszerzési Zrt.",12464780242,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Tatabányai multifunkciós sportcsarnok fejlesztése,Építési beruházás,113579923.0,HUF,HU212,2022-06-22,4.0,"25308673207,HU25308673.",FejérB.Á.L. Építő És Szolgáltató Zártkörűen Működő Részvénytársaság,45000000-7,Nem,Igen,Nem,2022-06-29,Igen,Nem,Igen,"Bmsk Beruházási, Műszaki Fejlesztési, Sportüzemeltetési És Közbeszerzési Zrt.",Zrt.,Fejérb.Á.L. Építő És Zrt.,Zrt.,-7 days
EKR000836652022,Nyíregyháza Megyei Jogú Város Önkormányzata,15731766215,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Keretmegállapodás alapján verseny újranyitás,Lakóutcák kivitelezése III. ütem – V.ú.ny. 2.,Építési beruházás,990092074.0,HUF,HU323,2022-07-15,3.0,"11876566215,HU11876566",KeVíz 21 Építőipari Zártkörűen Működő Részvénytársaság,45000000-7,Nem,Igen,Igen,2022-07-25,Igen,Nem,Igen,Nyíregyháza Megyei Jogú Város Önkormányzata,,Kevíz 21 Építőipari Zrt.,Zrt.,-10 days
EKR000801742022,Fővárosi Vízművek Zártkörűen Működő Részvénytársaság,10898824244,N - Közszolgáltató,KO - Víz,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Burkolat-helyreállítási munkák elvégzése 2 részben,Építési beruházás,299990000.0,HUF,HU110,2022-08-10,2.0,"12049679213,HU12049679.","Bola 95 Építőipari, Szolgáltató És Kereskedelmi Korlátolt Felelősségű Társaság",45233228-3,Nem,Igen,Igen,2022-08-15,Igen,Nem,Igen,Fővárosi Vízművek Zrt.,Zrt.,Bola 95 Építőipari Kft.,Kft.,-5 days
EKR000801742022,Fővárosi Vízművek Zártkörűen Működő Részvénytársaság,10898824244,N - Közszolgáltató,KO - Víz,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Burkolat-helyreállítási munkák elvégzése 2 részben,Építési beruházás,299990000.0,HUF,HU12,2022-08-10,4.0,"12049679213,HU12049679.","Bola 95 Építőipari, Szolgáltató És Kereskedelmi Korlátolt Felelősségű Társaság",45233228-3,Nem,Igen,Igen,2022-08-15,Igen,Nem,Igen,Fővárosi Vízművek Zrt.,Zrt.,Bola 95 Építőipari Kft.,Kft.,-5 days
EKR000805382022,Debrecen Megyei Jogú Város Önkormányzata,15735588209,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,Grill Pavilon kialakítása_2. eljárás,Építési beruházás,133986775.0,HUF,HU321,2022-10-06,2.0,"12461866209,HU12461866",Társ95 Acélszerkezet És Gépgyártó Építőipari Kereskedelmi Korlátolt Felelősségű Társaság,45210000-2,Igen,Igen,Igen,2022-10-17,Igen,Nem,Igen,Debrecen Megyei Jogú Város Önkormányzata,,Társ95 Acélszerkezet És Gépgyártó Építőipari Kft.,Kft.,-11 days
EKR000879512018,Debrecen Megyei Jogú Város Önkormányzata,15735588209,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 117. § Saját beszerzési szabályok alkalmazása részvételi szakasz nélkül,"Debrecen, Kertekalja utca útépítése",Építési beruházás,42509285.0,HUF,HU321,2019-03-27,4.0,"10680476209,HU10680476","DProfil Építő, Kereskedő És Szolgáltató Korlátolt Felelősségű Társaság",45233228-3,Nem,Igen,Igen,2019-04-04,Igen,Nem,Igen,Debrecen Megyei Jogú Város Önkormányzata,,"Dprofil Építő, Kereskedő És Kft.",Kft.,-8 days
EKR000823272022,Kőbányai Vagyonkezelő Zártkörűen Működő Részvénytársaság,10816772242,U - Egyéb típus:,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Útfelújítások Balkán utca és Somfa köz,Építési beruházás,239761410.0,HUF,HU110,2022-07-28,4.0,23280739210,MátraFuvarSped Korlátolt Felelőségű Társaság,45233228-3,Nem,Igen,Igen,2022-08-02,Igen,Nem,Igen,Kőbányai Vagyonkezelő Zrt.,Zrt.,Mátrafuvarsped Korlátolt Felelőségű Társaság,,-5 days
EKR000871332022,Budapest Főváros Xvi. Kerületi Önkormányzat,15735791242,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Budapest XVI. kerületi útépítések LXXIII.,Építési beruházás,155569155.0,HUF,HU110,2022-09-23,4.0,11772149242,RokLa Építőipari Szolgáltató Korlátolt Felelősségű Társaság,45233120-6,Nem,Igen,Igen,2022-09-28,Igen,Nem,Igen,Budapest Főváros Xvi. Kerületi Önkormányzat,,Rokla Építőipari Kft.,Kft.,-5 days
EKR000889142018,Nyíregyháza Megyei Jogú Város Önkormányzata,15731766215,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,Nyíregyházi Atlétikai Centrum építési munkái,Építési beruházás,6799749780.0,HUF,HU323,2019-06-27,2.0,"11259789215,HU11259789",Aktuál Bau Építőipari És Kereskedelmi Korlátolt Felelősségű Társaság,45000000-7,Nem,Igen,Igen,2019-07-10,Igen,Nem,Igen,Nyíregyháza Megyei Jogú Város Önkormányzata,,Aktuál Bau Építőipari És Kft.,Kft.,-13 days
EKR000965572022,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,12154481444,N - Közszolgáltató,"KO - Városi vasúti, villamos, trolibusz vagy autóbusz szolgáltatások",Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Metró felszíni aknák vizsgálata és javítása,Építési beruházás,223880000.0,HUF,HU110,2022-10-05,1.0,12972933213,"Aquaring Építő,Szerelőipari És Kereskedelmi Korlátolt Felelősségű Társaság",45262690-4,Nem,Igen,Igen,2022-10-13,Igen,Nem,Igen,Budapesti Közlekedési Zrt.,Zrt.,"Aquaring Építő,Szerelőipari És Kft.",Kft.,-8 days
EKR001009802022,Kőbányai Vagyonkezelő Zártkörűen Működő Részvénytársaság,10816772242,U - Egyéb típus:,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Épületek részleges felújítása II. ütem,Építési beruházás,14349474.0,HUF,HU110,2022-08-01,4.0,"12913480213,HU12913480",NimródBau Beruházó És Kivitelező Kft.,45300000-0,Nem,Igen,Igen,2022-08-04,Igen,Nem,Igen,Kőbányai Vagyonkezelő Zrt.,Zrt.,Nimródbau Beruházó És Kivitelező Kft.,Kft.,-3 days
EKR001132122022,Kőbányai Vagyonkezelő Zártkörűen Működő Részvénytársaság,10816772242,U - Egyéb típus:,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Épületek részleges felújítása III. ütem,Építési beruházás,12084677.0,HUF,HU110,2022-08-17,3.0,12030705243,Immo Szervíz Szolgáltató És Épületkezelő Korlátolt Felelősségű Társaság,45300000-0,Nem,Igen,Igen,2022-08-30,Igen,Nem,Igen,Kőbányai Vagyonkezelő Zrt.,Zrt.,Immo Szervíz És Épületkezelő Kft.,Kft.,-13 days
EKR001153312022,Budapest Főváros Xvi. Kerületi Önkormányzat,15735791242,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Cinkotai Huncutka Óvoda új épületének építése,Építési beruházás,898631598.0,HUF,HU110,2022-10-18,9.0,"10238701213,10238701","BauTrade Építőipari Tervező, Kivitelező És Kereskedelmi Kft.",45210000-2,Nem,Igen,Igen,2022-10-24,Igen,Nem,Igen,Budapest Főváros Xvi. Kerületi Önkormányzat,,"Bautrade Építőipari Tervező, Kivitelező És Kft.",Kft.,-6 days
EKR000179032018,Kőbányai Vagyonkezelő Zártkörűen Működő Részvénytársaság,10816772242,U - Egyéb típus:,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Kápolna utcai lakótelep burkolat felújítása,Építési beruházás,113995690.0,HUF,HU110,2018-07-12,3.0,49616541233,Bácskai Elemér Egyéni Vállalkozó,45000000-7,Nem,Igen,Igen,2018-07-22,Igen,Nem,Igen,Kőbányai Vagyonkezelő Zrt.,Zrt.,Bácskai Elemér EV,EV,-10 days
EKR001162772022,Kőbányai Vagyonkezelő Zártkörűen Működő Részvénytársaság,10816772242,U - Egyéb típus:,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Épületek részleges felújítása IV. ütem,Építési beruházás,102293171.0,HUF,HU110,2022-09-15,3.0,"23537608241,HUOOCSZ.01-09-970248",Windcollector Magyarország Kft.,45300000-0,Nem,Igen,Igen,2022-09-21,Igen,Nem,Igen,Kőbányai Vagyonkezelő Zrt.,Zrt.,Windcollector Magyarország Kft.,Kft.,-6 days
EKR001264412022,Fővárosi Vízművek Zártkörűen Működő Részvénytársaság,10898824244,N - Közjogi szervezet,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Budaújlaki telephelyen szolgálati épület felújítás,Építési beruházás,37711816.0,HUF,HU11,2022-10-03,2.0,12674408242,"Fizoka Építőipari, Kereskedelmi És Szolgáltató Korlátolt Felelősségű Társaság",45000000-7,Nem,Igen,Igen,2022-10-09,Igen,Nem,Igen,Fővárosi Vízművek Zrt.,Zrt.,Fizoka Építőipari Kft.,Kft.,-6 days
EKR000919922018,Országos Kórházi Főigazgatóság,15845883243,U - Egyéb típus:,KL - Egészségügy,Nemzeti eljárásrend,Kbt. 113. § Nyílt eljárás,Az alföldi régióban szükséges kivitelezési munkálatok ellátása az EFOP-2.2.0-16-2016-00008 Pszichiátriai és addiktológiai gondozóhálózat fejlesztése c. projekt keretén belül” -2 részben / II. eljárás,Építési beruházás,97073834.0,HUF,HU3,2019-07-04,3.0,10823606241,Újlaki Építő Korlátolt Felelősségű Társaság,45262690-4,Igen,Igen,Igen,2019-07-22,Igen,Nem,Igen,Országos Kórházi Főigazgatóság,,Újlaki Építő Kft.,Kft.,-18 days
EKR000182272018,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,12154481444,N - Közszolgáltató,"KO - Városi vasúti, villamos, trolibusz vagy autóbusz szolgáltatások",Nemzeti eljárásrend,Kbt. 113. § Nyílt eljárás,Zách u. telephely fűtésrekonstrukció kivitelezése,Építési beruházás,215801099.0,HUF,HU11,2018-11-15,3.0,24784676213,MagyarÉp Holding Korlátolt Felelősségű Társaság,45331100-7,Nem,Igen,Nem,2018-11-27,Igen,Nem,Igen,Budapesti Közlekedési Zrt.,Zrt.,Magyarép Holding Kft.,Kft.,-12 days
EKR000182272018,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,12154481444,N - Közszolgáltató,"KO - Városi vasúti, villamos, trolibusz vagy autóbusz szolgáltatások",Nemzeti eljárásrend,Kbt. 113. § Nyílt eljárás,Zách u. telephely fűtésrekonstrukció kivitelezése,Építési beruházás,215801099.0,HUF,HU11,2018-11-15,3.0,12108253243,Novoterm96 Építőipari Kereskedelmi És Szolgáltató Kft,45331100-7,Nem,Igen,Nem,2018-11-27,Igen,Nem,Igen,Budapesti Közlekedési Zrt.,Zrt.,Novoterm96 Építőipari Kft.,Kft.,-12 days
EKR000927802018,Nyíregyháza Megyei Jogú Város Önkormányzata,15731766215,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 117. § Saját beszerzési szabályok alkalmazása részvételi szakasz nélkül,Óvodafejlesztés Nyíregyháza MJV II. ütem,Építési beruházás,590047288.0,HUF,HU323,2019-02-28,5.0,24330710215,DcsBau Kft.,45000000-7,Igen,Igen,Igen,2019-03-27,Igen,Nem,Igen,Nyíregyháza Megyei Jogú Város Önkormányzata,,Dcsbau Kft.,Kft.,-27 days
EKR000927802018,Nyíregyháza Megyei Jogú Város Önkormányzata,15731766215,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 117. § Saját beszerzési szabályok alkalmazása részvételi szakasz nélkül,Óvodafejlesztés Nyíregyháza MJV II. ütem,Építési beruházás,590047288.0,HUF,HU323,2019-02-28,7.0,24330710215,DcsBau Kft.,45000000-7,Igen,Igen,Igen,2019-03-27,Igen,Nem,Igen,Nyíregyháza Megyei Jogú Város Önkormányzata,,Dcsbau Kft.,Kft.,-27 days
EKR000925772018,Bdk Budapesti Dísz És Közvilágítási Korlátolt Felelősségű Társaság,12705616243,N - Közszolgáltató,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 113. § Nyílt eljárás,Közvilágítási kábelhiba javítása vállalkozási szerződés keretében 2019.,Építési beruházás,297468486.0,HUF,HU110,2019-01-03,3.0,"13625146241,HU13625146",Viron Szolgáltató És Kereskedelmi Korlátolt Felelősségű Társaság,45111000-8,Nem,Igen,Nem,2019-01-13,Igen,Nem,Igen,Bdk Budapesti Dísz És Közvilágítási Kft.,Kft.,Viron Kft.,Kft.,-10 days
